"Mês/Ano";"Ação Orçamentária";"Programa Orçamentário";"Função";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"LAGOA D'ANTA";"R$ 6.250,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO JOÃO DO SABUGI";"R$ 2.306,49";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"AUGUSTO SEVERO";"R$ 15.196,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"MACAÍBA";"R$ 47.547,98";
"01/2016";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"BENTO FERNANDES";"R$ 244.500,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PASSAGEM";"R$ 6.250,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"NATAL";"R$ 5.443,01";
"03/2016";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"MOSSORÓ";"R$ 13.848,74";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"TANGARÁ";"R$ 8.750,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"MAXARANGUAPE";"R$ 21.014,00";
"03/2016";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"IPANGUAÇU";"R$ 489.000,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"LUCRÉCIA";"R$ 8.098,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"LAJES";"R$ 6.250,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"VIÇOSA";"R$ 6.250,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CERRO CORÁ";"R$ 15.500,00";
"02/2016";"12KV - IMPLANTACAO E ADEQUACAO DE ESTRUTURAS ESPORTIVAS ESCOLARES";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO GONÇALO DO AMARANTE";"R$ 15.125,54";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CANGUARETAMA";"R$ 66.000,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"OLHO-D'ÁGUA DO BORGES";"R$ 4.848,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"FRANCISCO DANTAS";"R$ 8.300,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"CORONEL JOÃO PESSOA";"R$ 9.442,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO MIGUEL";"R$ 19.162,39";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"JARDIM DO SERIDÓ";"R$ 28.300,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"BARAÚNA";"R$ 4.250,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"RIACHO DA CRUZ";"R$ 6.250,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"TANGARÁ";"R$ 26.502,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"MACAU";"R$ 35.662,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PARELHAS";"R$ 3.520,00";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SANTA CRUZ";"R$ 1.508,61";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"GOVERNADOR DIX-SEPT ROSADO";"R$ 8.875,09";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"JARDIM DE PIRANHAS";"R$ 21.486,00";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"ENCANTO";"R$ 44.457,21";
"03/2016";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUI";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"MOSSORÓ";"R$ 5.500,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO RAFAEL";"R$ 4.170,87";
"03/2016";"20RK - FUNCIONAMENTO DE INSTITUICOES FEDERAIS DE ENSINO SUPERIOR";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"MOSSORÓ";"R$ 10.000,00";
"01/2016";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ACARI";"R$ 104.221,65";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"MAJOR SALES";"R$ 1.858,66";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"JOÃO CÂMARA";"R$ 11.250,00";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"VÁRZEA";"R$ 16.700,00";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"MACAÍBA";"R$ 47.641,08";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PASSA E FICA";"R$ 98.395,12";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SERRINHA";"R$ 14.550,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"BENTO FERNANDES";"R$ 11.322,91";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"ITAÚ";"R$ 1.610,62";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"PEDRA GRANDE";"R$ 14.772,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"MONTE DAS GAMELEIRAS";"R$ 6.250,00";
"03/2016";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"TANGARÁ";"R$ 120.357,94";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"FRANCISCO DANTAS";"R$ 1.744,64";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"GUAMARÉ";"R$ 16.750,00";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"AÇU";"R$ 14.805,33";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"NATAL";"R$ 821.922,38";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"ACARI";"R$ 11.988,38";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"EQUADOR";"R$ 10.913,41";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"LUÍS GOMES";"R$ 15.384,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SERRINHA";"R$ 14.126,28";
"01/2016";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"PEDRO VELHO";"R$ 211.500,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"ACARI";"R$ 3.077,04";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"RIACHO DE SANTANA";"R$ 6.250,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SENADOR ELÓI DE SOUZA";"R$ 6.250,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CAICÓ";"R$ 9.220,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"DOUTOR SEVERIANO";"R$ 10.000,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO MIGUEL DO GOSTOSO";"R$ 21.900,00";
"02/2016";"09CW - APOIO À REESTRUTURAÇÃO DA REDE FÍSICA PÚBLICA DA EDUCAÇÃO BÁSICA";"QUALIDADE NA ESCOLA";"12 - Educação";"Administração Pública Municipal";"RN";"IPANGUAÇU";"R$ 151.520,59";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"CRUZETA";"R$ 10.768,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"POÇO BRANCO";"R$ 35.350,01";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"JOSÉ DA PENHA";"R$ 10.664,00";
"02/2016";"4014 - CENSO ESCOLAR DA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"RN";"NATAL";"R$ 60.095,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"RODOLFO FERNANDES";"R$ 3.867,41";
"02/2016";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ESPÍRITO SANTO";"R$ 255.000,00";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PASSA E FICA";"R$ 39.947,29";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"JANUÁRIO CICCO";"R$ 60.700,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"CORONEL EZEQUIEL";"R$ 6.782,31";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"LAGOA NOVA";"R$ 41.250,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"MESSIAS TARGINO";"R$ 1.354,86";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO JOSÉ DO CAMPESTRE";"R$ 6.250,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO BENTO DO TRAIRÍ";"R$ 3.182,68";
"03/2016";"20RJ - APOIO A CAPACITACAO E FORMACAO INICIAL E CONTINUADA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"RN";"NATAL";"R$ 33.650,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"RIO DO FOGO";"R$ 71.000,00";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SANTANA DO SERIDÓ";"R$ 5.873,08";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"ANGICOS";"R$ 2.080,00";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO BENTO DO NORTE";"R$ 38.850,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PASSAGEM";"R$ 18.550,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"ITAJÁ";"R$ 13.886,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"VENHA-VER";"R$ 36.250,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"TIBAU DO SUL";"R$ 23.102,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SENADOR ELÓI DE SOUZA";"R$ 9.172,59";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"NOVA CRUZ";"R$ 58.309,26";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"RIACHUELO";"R$ 15.614,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SERRA DO MEL";"R$ 11.736,69";
"03/2016";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SANTA CRUZ";"R$ 229.554,52";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"LUÍS GOMES";"R$ 21.915,16";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO VICENTE";"R$ 13.477,77";
"02/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO BENTO DO TRAIRÍ";"R$ 43.200,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"VENHA-VER";"R$ 12.646,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"LAGOA DE PEDRAS";"R$ 8.750,00";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"OURO BRANCO";"R$ 7.070,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"VÁRZEA";"R$ 1.850,05";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"ESPÍRITO SANTO";"R$ 17.500,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"MOSSORÓ";"R$ 10.000,00";
"01/2016";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO JOSÉ DE MIPIBU";"R$ 150.000,00";
"03/2016";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"LAGOA D'ANTA";"R$ 4.582,10";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CORONEL EZEQUIEL";"R$ 14.825,17";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"ALEXANDRIA";"R$ 6.250,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"ACARI";"R$ 35.000,00";
"01/2016";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"NATAL";"R$ 299.973,30";
"03/2016";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"UMARIZAL";"R$ 16.512,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"AÇU";"R$ 12.500,00";
"01/2016";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CEARÁ-MIRIM";"R$ 104.457,37";
