"Mês/Ano";"Ação Orçamentária";"Programa Orçamentário";"Função";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CARNAÚBA DOS DANTAS";"R$ 7.570,00";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ITAÚ";"R$ 3.738,88";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SÍTIO NOVO";"R$ 810,00";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"CRUZETA";"R$ 41.326,18";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"TIMBAÚBA DOS BATISTAS";"R$ 1.752,44";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"LAGOA DE VELHOS";"R$ 2.803,25";
"02/2015";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"VERA CRUZ";"R$ 26.174,80";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"TAIPU";"R$ 7.320,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"CERRO CORÁ";"R$ 1.230,00";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"VENHA-VER";"R$ 4.760,08";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ANGICOS";"R$ 5.134,88";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"PEDRA GRANDE";"R$ 37.342,24";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"PATU";"R$ 51.888,38";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"FERNANDO PEDROZA";"R$ 1.872,35";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PENDÊNCIAS";"R$ 2.880,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"TOUROS";"R$ 71.430,00";
"01/2015";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ACARI";"R$ 129.819,95";
"01/2015";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"MESSIAS TARGINO";"R$ 18.383,00";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"GOVERNADOR DIX-SEPT ROSADO";"R$ 8.042,05";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"JOÃO DIAS";"R$ 2.032,22";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"DOUTOR SEVERIANO";"R$ 5.548,01";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"BARAÚNA";"R$ 19.589,89";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO JOSÉ DE MIPIBU";"R$ 15.220,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PRESIDENTE JUSCELINO";"R$ 9.930,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"JOÃO DIAS";"R$ 2.070,00";
"02/2015";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ANTÔNIO MARTINS";"R$ 1.800,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SANTA MARIA";"R$ 3.979,55";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"CURRAIS NOVOS";"R$ 191.253,50";
"02/2015";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"AREIA BRANCA";"R$ 6.410,11";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PRESIDENTE JUSCELINO";"R$ 32.298,00";
"01/2015";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"PARAÚ";"R$ 52.446,00";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SEVERIANO MELO";"R$ 31.331,21";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO MIGUEL";"R$ 18.549,43";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"ANGICOS";"R$ 12.969,43";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CORONEL JOÃO PESSOA";"R$ 16.446,28";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"JARDIM DE PIRANHAS";"R$ 29.300,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO MIGUEL";"R$ 362,35";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"CAIÇARA DO RIO DO VENTO";"R$ 2.349,79";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"ANGICOS";"R$ 17.130,00";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"LAGOA SALGADA";"R$ 68.506,14";
"02/2015";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"CAIÇARA DO RIO DO VENTO";"R$ 211.500,00";
"02/2015";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"TANGARÁ";"R$ 16.947,34";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CERRO CORÁ";"R$ 18.530,00";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"MACAU";"R$ 129.426,36";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"JARDIM DO SERIDÓ";"R$ 48.672,42";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"CORONEL JOÃO PESSOA";"R$ 50.943,04";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"CERRO CORÁ";"R$ 88.497,91";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SERRA DE SÃO BENTO";"R$ 2.904,99";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"LAGOA DE VELHOS";"R$ 8.920,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SANTA CRUZ";"R$ 15.493,19";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"LAGOA SALGADA";"R$ 7.390,01";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"ESPÍRITO SANTO";"R$ 1.903,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"JAPI";"R$ 6.870,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ARÊS";"R$ 1.950,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"LAJES PINTADAS";"R$ 17.880,00";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"AFONSO BEZERRA";"R$ 6.010,01";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"GROSSOS";"R$ 6.860,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"OURO BRANCO";"R$ 6.220,00";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"MARCELINO VIEIRA";"R$ 5.475,88";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO FERNANDO";"R$ 2.150,13";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"BARAÚNA";"R$ 5.530,00";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"FELIPE GUERRA";"R$ 4.275,73";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ESPÍRITO SANTO";"R$ 4.442,51";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"JARDIM DE PIRANHAS";"R$ 84.437,17";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PARAZINHO";"R$ 3.320,00";
"02/2015";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ENCANTO";"R$ 5.472,73";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"ANGICOS";"R$ 41.820,48";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"LAGOA DE VELHOS";"R$ 1.050,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO VICENTE";"R$ 6.450,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"JOSÉ DA PENHA";"R$ 13.270,00";
"02/2015";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"CEARÁ-MIRIM";"R$ 75.689,78";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"GROSSOS";"R$ 13.800,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PORTO DO MANGUE";"R$ 16.830,00";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"AUGUSTO SEVERO";"R$ 60.319,52";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SANTANA DO SERIDÓ";"R$ 12.099,21";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"MONTE ALEGRE";"R$ 3.000,00";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"JOÃO DIAS";"R$ 18.551,72";
"02/2015";"0E53 - AQUISICAO DE VEICULOS PARA O TRANSPORTE ESCOLAR DA EDUCACAO BASICA - CAMINHO DA ESCOLA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"PAU DOS FERROS";"R$ 100.000,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"AUGUSTO SEVERO";"R$ 1.417,49";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"RIACHUELO";"R$ 54.594,77";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO JOSÉ DO CAMPESTRE";"R$ 8.503,87";
"02/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"LUÍS GOMES";"R$ 58.092,57";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"JUCURUTU";"R$ 32.288,85";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"APODI";"R$ 11.520,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"UPANEMA";"R$ 8.010,00";
"02/2015";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CURRAIS NOVOS";"R$ 65.196,69";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO FRANCISCO DO OESTE";"R$ 2.424,10";
"01/2015";"0E36 - COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - FUNDEB";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"AREIA BRANCA";"R$ 14.257,71";
