"Mês/Ano";"Ação Orçamentária";"Programa Orçamentário";"Função";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"IPANGUAÇU";"R$ 14.591,22";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"ARÊS";"R$ 24.277,80";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SERRINHA DOS PINTOS";"R$ 3.653,82";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"CAICÓ";"R$ 52.519,80";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SANTANA DO SERIDÓ";"R$ 1.098,22";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"FLORÂNIA";"R$ 4.771,34";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"BREJINHO";"R$ 28.602,00";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SERRINHA";"R$ 13.497,22";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO RAFAEL";"R$ 3.746,94";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SANTO ANTÔNIO";"R$ 32.900,40";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"JAPI";"R$ 9.412,80";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO BENTO DO TRAIRÍ";"R$ 9.161,60";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"BOM JESUS";"R$ 12.708,00";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"UMARIZAL";"R$ 3.188,97";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO JOSÉ DE MIPIBU";"R$ 1.700,00";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"ALEXANDRIA";"R$ 7.480,83";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"ALMINO AFONSO";"R$ 4.172,20";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"LAGOA SALGADA";"R$ 13.136,60";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"MAJOR SALES";"R$ 1.643,72";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"JAÇANÃ";"R$ 8.612,42";
"03/2017";"0509 - APOIO AO DESENVOLVIMENTO DA EDUCACAO BASICA";"EDUCACAO BASICA";"12 - Educação";"Administração Pública Municipal";"RN";"BARAÚNA";"R$ 7.180,65";
"01/2017";"20RJ - APOIO A CAPACITACAO E FORMACAO INICIAL E CONTINUADA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"MOSSORÓ";"R$ 10.985,80";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"PORTALEGRE";"R$ 12.059,00";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PARAÚ";"R$ 2.420,00";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"IPUEIRA";"R$ 3.427,00";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"AUGUSTO SEVERO";"R$ 5.490,60";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"TIBAU DO SUL";"R$ 23.922,40";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"ACARI";"R$ 2.871,90";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PRESIDENTE JUSCELINO";"R$ 34.578,00";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"VÁRZEA";"R$ 6.465,80";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO GONÇALO DO AMARANTE";"R$ 70.182,00";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO JOÃO DO SABUGI";"R$ 2.267,18";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"PEDRA GRANDE";"R$ 9.110,40";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"LUCRÉCIA";"R$ 5.790,20";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"BAÍA FORMOSA";"R$ 13.614,80";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"VENHA-VER";"R$ 22.482,00";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"CORONEL EZEQUIEL";"R$ 39.402,00";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"NOVA CRUZ";"R$ 27.036,00";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"VERA CRUZ";"R$ 19.194,60";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"FRANCISCO DANTAS";"R$ 2.048,63";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"LUÍS GOMES";"R$ 21.798,00";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"TABOLEIRO GRANDE";"R$ 2.734,40";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"RN";"NATAL";"R$ 1.794.675,44";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"ITAJÁ";"R$ 3.858,70";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"MONTANHAS";"R$ 18.630,00";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO TOMÉ";"R$ 35.784,00";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"BREJINHO";"R$ 6.341,22";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"EXTREMOZ";"R$ 13.732,45";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SANTA MARIA";"R$ 8.634,20";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"JARDIM DE PIRANHAS";"R$ 20.657,60";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"JOÃO DIAS";"R$ 4.491,00";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"TABOLEIRO GRANDE";"R$ 1.062,25";
"02/2017";"20GK - FOMENTO AS ACOES DE GRADUACAO, POS-GRADUACAO, ENSINO, PESQUISA E EXTENSAO";"EDUCACAO SUPERIOR - GRADUACAO, POS-GRADUACAO, ENSINO, PESQUI";"12 - Educação";"Administração Pública Estadual ou do Distrito Federal";"RN";"MOSSORÓ";"R$ 126.767,82";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"NATAL";"R$ 279.501,00";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"PORTALEGRE";"R$ 7.463,43";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"JARDIM DE ANGICOS";"R$ 4.939,96";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PARNAMIRIM";"R$ 5.544,00";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO MIGUEL";"R$ 5.420,00";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"SÃO PEDRO";"R$ 10.922,20";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"JARDIM DO SERIDÓ";"R$ 2.580,00";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"TOUROS";"R$ 56.904,20";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"SÃO TOMÉ";"R$ 4.920,00";
"01/2017";"0515 - DINHEIRO DIRETO NA ESCOLA PARA A EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Entidades Sem Fins Lucrativos";"RN";"PILÕES";"R$ 18.630,00";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"VIÇOSA";"R$ 4.066,20";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"MAXARANGUAPE";"R$ 23.727,20";
"03/2017";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"CARNAUBAIS";"R$ 15.835,65";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"EQUADOR";"R$ 10.303,00";
"03/2017";"00PI - APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)";"EDUCACAO DE QUALIDADE PARA TODOS";"12 - Educação";"Administração Pública Municipal";"RN";"ENCANTO";"R$ 10.009,80";
